Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App#,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
01/07/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Nordstrom Beat the Bridge 8K Run and Walk,S19MY068,05/19/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Montlake / Portage Bay;University District,3;4,East;North;Traffic,Juvenile Diabetes Research Foundation,11000
01/08/2019 12:00:00 AM,Complete,Special Event,Community,,Seattle Norwegian 17th of May Parade,S19MY073,05/17/2019 12:00:00 AM,05/17/2019 12:00:00 AM,,Ballard,6,North,Seattle Norwegian 17th of May Committee,4850
01/09/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S19MY077,05/19/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Alki / Admiral,1,Southwest,West Seattle High School PTSA,1300
01/17/2019 12:00:00 AM,Complete,Special Event,Community,,Madrona Mayfair Parade,S19MY087,05/11/2019 12:00:00 AM,05/11/2019 12:00:00 AM,,Madrona / Leschi,3,East,Madrona Community Council (MCC),420
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (5.11),S19MY100,05/11/2019 12:00:00 AM,05/11/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (5.15),S19MY101,05/15/2019 12:00:00 AM,05/15/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
01/22/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,UW Rowing - Windermere Cup/Opening Day Regatta,S19MY115,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,,Montlake / Portage Bay,3;4,East;Harbor;North,University of Washington,1550
01/23/2019 12:00:00 AM,Complete,Special Event,Community,,Opening Day of Boating Season Parade,S19MY117,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,,Montlake / Portage Bay,3;4,East;Harbor;North;Traffic,Seattle Yacht Club,4700
01/25/2019 12:00:00 AM,Complete,Special Event,Community,,Annual Memorial Day - Bread of Life Mission,S19MY124,05/27/2019 12:00:00 AM,05/27/2019 12:00:00 AM,,Pioneer Square,7,West,Bread of Life Mission,650
01/25/2019 12:00:00 AM,Complete,Special Event,Commercial,,5 De Mayo,S19MY125,05/05/2019 12:00:00 AM,05/05/2019 12:00:00 AM,,Green Lake,6,North,V & G SERVICES INC. TACOS GUAYMAS,950
02/13/2019 12:00:00 AM,Complete,Special Event,Community,,The University District Street Fair,S19MY151,05/18/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,University District,4,North,The U District Partnership,40050
02/13/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Fiesta 5K Ole,S19MY152,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,Volunteer Park,North Capitol Hill,3,East,Fizz Events,3650
02/19/2019 12:00:00 AM,Complete,Special Event,Community,,West Seattle Bee Festival,S19MY159,05/18/2019 12:00:00 AM,05/18/2019 12:00:00 AM,,High Point,1,Southwest,Events Committee of the Open Spaces Association (ECOSA),675
02/19/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Great Strides Seattle,S19MY160,05/19/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Queen Anne,7,West,Cystic Fibrosis Foundation,775
03/01/2019 12:00:00 AM,Complete,Special Event,Community,,Northwest Folklife Staging and Production,S19MY171,05/17/2019 12:00:00 AM,05/29/2019 12:00:00 AM,,Queen Anne,7,West,Northwest Folklife,
03/04/2019 12:00:00 AM,Complete,Special Event,Commercial,,Diversified Production Services,S19MY179,05/22/2019 12:00:00 AM,05/22/2019 12:00:00 AM,,Fremont,6,North,Diversified Production Services,1000
03/05/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Margarita Mayhem 5K,S19MY183,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,"Pro-Motion Events, Inc.",540
03/05/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,March for Babies,S19MY184,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,,Belltown;Downtown;Queen Anne,7,Traffic;West,March of Dimes,2580
03/14/2019 12:00:00 AM,Complete,Special Event,Community,,Green Lake Food Walk,S19MY208,05/18/2019 12:00:00 AM,05/18/2019 12:00:00 AM,,Green Lake,6,North,Green Lake Chamber of Commerce,750
03/14/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,UW Rowing - Opening Day Night Sprints,S19MY210,05/03/2019 12:00:00 AM,05/03/2019 12:00:00 AM,,Montlake / Portage Bay,3;4,East;Harbor;North,University of Washington,150
03/22/2019 12:00:00 AM,Complete,Special Event,Community,,Dog Fest,S19MY219,05/29/2019 12:00:00 AM,05/29/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Downtown Dog Lounge,2500
04/02/2019 12:00:00 AM,Complete,Special Event,Commercial,,Bohra Baraat Procession,S19MY233,05/25/2019 12:00:00 AM,05/25/2019 12:00:00 AM,,Downtown,7,West,Sonu Bohra,150
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,Seattle Spring Opener,S19MY250,05/19/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Georgetown,2,South,Seattle Spring Opener,480
04/10/2019 12:00:00 AM,Complete,Special Event,Community,,Taco Libre Showdown,S19MY253,05/18/2019 12:00:00 AM,05/18/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,15100
04/10/2019 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Beer Week - Weekend 1,S19MY255,05/11/2019 12:00:00 AM,05/12/2019 12:00:00 AM,,Ballard,6,North,Reuben's Brews,630
04/10/2019 12:00:00 AM,Complete,Special Event,Commercial,,Seattle Beer Week - Weekend 2,S19MY256,05/18/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Ballard,6,North,Reuben's Brews,630
04/10/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Walking and Witnessing for Immigrant Families Pilgrimage,S19MY257,05/06/2019 12:00:00 AM,05/07/2019 12:00:00 AM,Gas Works Park,Broadview / Bitter Lake;Judkins Park;Roxhill / Westwood,1;3;5,East;North;Southwest,Archdiocese of Seattle,150
04/10/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,World Vision Global 6K For Water,S19MY258,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,Gas Works Park,Fremont,4;6,North,RAM Productions,1250
04/12/2019 12:00:00 AM,Complete,Special Event,Mixed Free Speech,,"Humanity First Tour, Seattle (Yang 2020 Seattle Rally)",S19MY260,05/03/2019 12:00:00 AM,05/03/2019 12:00:00 AM,Gas Works Park,Fremont,4,North,Friends of Andrew Yang (Yang 2020),2025
04/09/2019 12:00:00 AM,Complete,Special Event,Community,,South Lake Union Saturday Market,S19MY261,05/04/2019 12:00:00 AM,09/21/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Market Places,2571
04/09/2019 12:00:00 AM,Cancelled,Special Event,Community,,South Lake Union Saturday Night Market (5.18),S19MY263,05/18/2019 12:00:00 AM,05/18/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,2571
04/18/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Washington Tour de Cure,S19MY272,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,OTHER,Cedar Park / Meadowbrook,5,North,American Diabetes Association,850
04/24/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Washington Youth Climate Strike,S19MY278,05/03/2019 12:00:00 AM,05/03/2019 12:00:00 AM,Occidental Park,Downtown;Pioneer Square,7,Traffic;West,Washington Youth Climate Strike,1200
04/22/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Bread of Life Mission,S19MY282,05/04/2019 12:00:00 AM,05/04/2019 12:00:00 AM,,Pioneer Square,7,West,Red Carpet Valet,50
04/24/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Annual May 1st Immigrant and Workers Rights March and Rally,S19MY284,05/01/2019 12:00:00 AM,05/01/2019 12:00:00 AM,,Capitol Hill;Cascade / Eastlake / South Lake Union;First Hill;Judkins Park,3;7,East;Operations;Traffic;West,El Comite/ May 1st Action Coalition,650
04/25/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Marios x PNWB,S19MY286,05/08/2019 12:00:00 AM,05/08/2019 12:00:00 AM,,First Hill,7,West,Red Carpet Valet,60
04/29/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle 5K Happy Hour Run,S19MY287,05/18/2019 12:00:00 AM,05/18/2019 12:00:00 AM,Seward Park,Seward Park,2,South,5k Happy Hour Run,565
05/03/2019 12:00:00 AM,Cancelled,Valet Parking,,,Butler Valet - Fremont Studios,S19MY297,05/11/2019 12:00:00 AM,05/11/2019 12:00:00 AM,,Fremont,6,North,Bulter Valet,1000
05/07/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Eritreans for Human Right Movement Day,S19MY300,05/24/2019 12:00:00 AM,05/24/2019 12:00:00 AM,,Central Area / Squire Park;Downtown;First Hill,3;7,East;West,Eritrean Women in Seattle for Unity & Justice,120
05/08/2019 12:00:00 AM,Complete,Special Event,Community,,Eritrean Independence Day (Volunteer Park),S19MY306,05/25/2019 12:00:00 AM,05/25/2019 12:00:00 AM,Volunteer Park,North Capitol Hill,3,East,HOPE - Eritrean Social Services,450
05/08/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Fred Hutch at Sodo Park,S19MY310,05/19/2019 12:00:00 AM,05/19/2019 12:00:00 AM,,Duwamish / SODO,2,South,Red Carpet Valet,150
05/13/2019 12:00:00 AM,Complete,Special Event,Community,,Eritrean Independence Day Celabration (Seward Park),S19MY312,05/25/2019 12:00:00 AM,05/25/2019 12:00:00 AM,Seward Park,Seward Park,2,South,Eritrean Association In Greater Seattle,1500
05/21/2019 12:00:00 AM,Complete,Special Event,Commercial,,Summer Solstice Night Market,S19MY320,05/31/2019 12:00:00 AM,06/01/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Piranha Blonde,4350
05/23/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Chihuly Boat House,S19MY323,05/31/2019 12:00:00 AM,05/31/2019 12:00:00 AM,,Wallingford,4,North,Butler Valet,150
11/02/2018 12:00:00 AM,Cancelled,Special Event,Community,,SODO Flea (11.9),S19NO032,11/09/2019 12:00:00 AM,11/09/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
01/10/2019 12:00:00 AM,Complete,Special Event,Citywide,,Macy's Holiday Parade,S19NO080,11/29/2019 12:00:00 AM,11/29/2019 12:00:00 AM,,Downtown,7,West,"Macy's, Inc.",23200
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Macy's Star Lighting & Fireworks,S19NO081,11/29/2019 12:00:00 AM,11/29/2019 12:00:00 AM,,Downtown,7,West,Macy's Inc.,15022
01/31/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Turkey Trot,S19NO136,11/28/2019 12:00:00 AM,11/28/2019 12:00:00 AM,Golden Gardens Park,Sunset Hill / Loyal Heights,6,North,Ballard Food Bank,4700
06/12/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Seattle Kids Marathon,S19NO356,11/30/2019 12:00:00 AM,11/30/2019 12:00:00 AM,,Queen Anne,7,West,Seattle Marathon Association,2100
07/02/2019 12:00:00 AM,Complete,Special Event,Athletic,Water,Head of the Lake,S19NO384,11/03/2019 12:00:00 AM,11/03/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,Harbor;West,Lake Washington Rowing Club,2300
07/31/2019 12:00:00 AM,Complete,Special Event,Commercial,,Angel of the Winds Party Pit (11.3),S19NO417,11/03/2019 12:00:00 AM,11/03/2019 12:00:00 AM,,Duwamish / SODO,2,West,iHeartMedia Seattle,750
07/29/2019 12:00:00 AM,Complete,Special Event,Commercial,,"Seattle Symphony Friday Matinees, Masterworks series (11.15)",S19NO426,11/15/2019 12:00:00 AM,11/15/2019 12:00:00 AM,,Downtown,7,West,Seattle Symphony,562
08/05/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Green Lake Gobble 10K & 5K,S19NO429,11/17/2019 12:00:00 AM,11/17/2019 12:00:00 AM,Green Lake Park,Green Lake,6,North,"Pro-Motion Events, Inc",1440
08/14/2019 12:00:00 AM,Complete,Special Event,Community,,UW Husky Marching Band Rally (11.1),S19NO444,11/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
08/30/2019 12:00:00 AM,Complete,Special Event,Community,,Downtown Seattle Holiday Tree Lighting,S19NO467,11/29/2019 12:00:00 AM,11/29/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Downtown Seattle Association,10000
09/10/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Montlake Community Club 5K Turkey Trot and Kids Run,S19NO474,11/28/2019 12:00:00 AM,11/28/2019 12:00:00 AM,Arboretum,Montlake / Portage Bay,3,East,Montlake Community Club,1340
09/20/2019 12:00:00 AM,Complete,Special Event,Commercial,,Dia de los Muertos,S19NO479,11/02/2019 12:00:00 AM,11/02/2019 12:00:00 AM,,North Beacon Hill / Jefferson Park,2,South,La Esperanza Mercado y Carniceria,604
09/23/2019 12:00:00 AM,Complete,Special Event,Commercial,,The Northwest School Middle School Open House,S19NO481,11/17/2019 12:00:00 AM,11/17/2019 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,660
09/19/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Boyer Children's Clinic Fremont Studios,S19NO485,11/09/2019 12:00:00 AM,11/09/2019 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,60
09/19/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Event Experience Fremont Foundry,S19NO486,11/16/2019 12:00:00 AM,11/16/2019 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,90
09/19/2019 12:00:00 AM,Complete,Special Event,Commercial,,November Winter Night Market,S19NO488,11/16/2019 12:00:00 AM,11/16/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Piranha Blonde,2175
10/16/2019 12:00:00 AM,Cancelled,Special Event,Free Speech,,Seattle Youth Climate Strike,S19NO495,11/29/2019 12:00:00 AM,11/29/2019 12:00:00 AM,Cal Anderson Park,Capitol Hill;Downtown,3;7,East;West,Washington Youth Climate Strikes,7500
10/14/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Winterfest,S19NO497,11/30/2019 12:00:00 AM,11/30/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,668
10/21/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - JDRF,S19NO500,11/01/2019 12:00:00 AM,11/01/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Red Carpet Valet,30
10/25/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Virginia Mason Bell Harbor,S19NO503,11/07/2019 12:00:00 AM,11/07/2019 12:00:00 AM,,Belltown,7,West,Red Carpet Valet,40
10/25/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boathouse,S19NO504,11/14/2019 12:00:00 AM,11/14/2019 12:00:00 AM,,Wallingford,4,North,Red Carpet Valet,40
10/30/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Kindering Fundraiser,S19NO507,11/06/2019 12:00:00 AM,11/06/2019 12:00:00 AM,,Belltown,7,West,Butler Valet,100
10/30/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Institute of Systems Biology Luncheon,S19NO508,11/07/2019 12:00:00 AM,11/07/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Butler Valet,100
10/30/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Fremont Studios and Fremont Mischief,S19NO509,11/07/2019 12:00:00 AM,11/07/2019 12:00:00 AM,,Fremont,4,North,Butler Valet,400
10/31/2019 12:00:00 AM,Complete,Special Event,Free Speech,,We Demand: Trump/Pence #OutNow! 11.9,S19NO510,11/09/2019 12:00:00 AM,11/09/2019 12:00:00 AM,,Capitol Hill;Downtown,3;7,East;West,Refuse Fascism Northwest,170
10/31/2019 12:00:00 AM,Complete,Special Event,Free Speech,,We Demand: Trump/Pence #OutNow! 11.16,S19NO511,11/16/2019 12:00:00 AM,11/16/2019 12:00:00 AM,,Capitol Hill;Downtown,3;7,East;West,Refuse Fascism Northwest,220
11/07/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (11.10),S19NO512,11/10/2019 12:00:00 AM,11/10/2019 12:00:00 AM,Occidental Park,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,1500
11/05/2019 12:00:00 AM,Complete,Special Event,Commercial,,Ford Ride and Drive,S19NO513,11/14/2019 12:00:00 AM,11/17/2019 12:00:00 AM,,Duwamish / SODO,2,West,Seattle Mariners,640
11/07/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC Watch Party,S19NO515,11/10/2019 12:00:00 AM,11/10/2019 12:00:00 AM,Occidental Park,Pioneer Square,7,West,Sounders FC,4500
11/10/2019 12:00:00 AM,Issued,Special Event,Citywide,,2019 MLS Cup Champions Parade and Rally,S19NO517,11/12/2019 12:00:00 AM,11/12/2019 12:00:00 AM,,Belltown;Downtown;Queen Anne,7,West,Sounders FC,11400
11/08/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - BizX Holiday Party,S19NO519,11/19/2019 12:00:00 AM,11/19/2019 12:00:00 AM,,Fremont,6,North,Red Carpet Valet,100
11/07/2018 12:00:00 AM,Complete,Special Event,Athletic,Water,Tail of the Lake Regatta,S19OC018,10/06/2019 12:00:00 AM,10/06/2019 12:00:00 AM,Gas Works Park,Cascade / Eastlake / South Lake Union,7,West,Holy Names Academy,1550
11/02/2018 12:00:00 AM,Cancelled,Special Event,Community,,SODO Flea (10.12),S19OC031,10/12/2019 12:00:00 AM,10/12/2019 12:00:00 AM,,Duwamish / SODO,2,South,SODO Flea Market,100
01/08/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Making Strides Against Breast Cancer Walk,S19OC071,10/19/2019 12:00:00 AM,10/19/2019 12:00:00 AM,Gas Works Park,Fremont,4;6,North,American Cancer Society,2250
01/17/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,PurpleStride Puget Sound 2019,S19OC083,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Pancreatic Cancer Action Network,2450
01/10/2019 12:00:00 AM,Complete,Special Event,Community,,Sounders FC March to the Match (10.6),S19OC110,10/06/2019 12:00:00 AM,10/06/2019 12:00:00 AM,,Duwamish / SODO;Pioneer Square,7,West,Sounders FC,500
04/09/2019 12:00:00 AM,Cancelled,Special Event,Community,,South Lake Union Saturday Night Market (10.5),S19OC267,10/05/2019 12:00:00 AM,10/05/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Northwest Marketplaces,2571
05/17/2019 12:00:00 AM,Complete,Special Event,Free Speech,,A21 Walk for Freedom,S19OC318,10/19/2019 12:00:00 AM,10/19/2019 12:00:00 AM,,Belltown,7,Traffic;West,Churchome,325
05/30/2019 12:00:00 AM,Complete,Special Event,Commercial,,Toth Construction Annual Open Haus Oktoberfest,S19OC330,10/03/2019 12:00:00 AM,10/03/2019 12:00:00 AM,,Georgetown,2,South,"Toth Construction, Inc",730
07/02/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Puget Sound Heart and Stroke Walk,S19OC388,10/12/2019 12:00:00 AM,10/12/2019 12:00:00 AM,,Queen Anne,7,West,American Heart Association,10100
07/05/2019 12:00:00 AM,Complete,Special Event,Commercial,,R Day,S19OC393,10/05/2019 12:00:00 AM,10/05/2019 12:00:00 AM,,Georgetown,2,South,Artist Home,5060
07/10/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Mass of the Holy Spirit,S19OC395,10/03/2019 12:00:00 AM,10/03/2019 12:00:00 AM,,Central Area / Squire Park;First Hill,3,East,Seattle University,210
07/10/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Washington VisionWalk,S19OC396,10/05/2019 12:00:00 AM,10/05/2019 12:00:00 AM,Magnuson Park,Laurelhurst / Sand Point,4,North,Foundation Fighting Blindness,420
07/12/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,University of Washington Dawg Dash,S19OC400,10/13/2019 12:00:00 AM,10/13/2019 12:00:00 AM,,University District,4,North,University of Washington,3730
07/15/2019 12:00:00 AM,Cancelled,Special Event,Free Speech,,Remember Rosie Jimenez: Reproductive Justice Now,S19OC401,10/03/2019 12:00:00 AM,10/03/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Radical Women,100
07/17/2019 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Light The Night Walk,S19OC403,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,,Queen Anne,7,West,Leukemia & Lymphoma Society,1600
07/18/2019 12:00:00 AM,Complete,Special Event,Free Speech,,Indigenous Peoples' Day Celebration March,S19OC404,10/14/2019 12:00:00 AM,10/14/2019 12:00:00 AM,Westlake Park,Downtown,7,West,Canoes,240
07/22/2019 12:00:00 AM,Complete,Special Event,Commercial,,Seacompression 2019,S19OC409,10/19/2019 12:00:00 AM,10/19/2019 12:00:00 AM,,Georgetown,2,South,Ignition Northwest 501(c)3,2000
07/23/2019 12:00:00 AM,Complete,Special Event,Community,,Magnolia Village Halloween Trick or Treat,S19OC410,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,Magnolia,7,West,Magnolia Chamber of Commerce,950
07/31/2019 12:00:00 AM,Complete,Special Event,Commercial,,Angel of the Winds Party Pit (10.20),S19OC416,10/20/2019 12:00:00 AM,10/20/2019 12:00:00 AM,,Duwamish / SODO,2,West,iHeartMedia Seattle,750
07/31/2019 12:00:00 AM,Complete,Special Event,Community,,Trolloween 2019,S19OC420,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,Fremont,6,North,Fremont Arts Council,330
08/05/2019 12:00:00 AM,Cancelled,Special Event,Commercial,,Trucktoberfest,S19OC430,10/05/2019 12:00:00 AM,10/05/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Piranha Blonde,10185
08/07/2019 12:00:00 AM,Complete,Special Event,Community,,West Seattle Harvest Festival,S19OC432,10/27/2019 12:00:00 AM,10/27/2019 12:00:00 AM,Junction Plaza Park,West Seattle Junction / Genesee Hill,1,Southwest,West Seattle Junction Association,915
08/06/2019 12:00:00 AM,Complete,Special Event,Community,,Double Tenth Flag Raising and Parade,S19OC437,10/06/2019 12:00:00 AM,10/06/2019 12:00:00 AM,Hing Hay Park,International District,2,West,Chong Wa Benevolent Association,460
08/14/2019 12:00:00 AM,Complete,Special Event,Community,,UW Husky Marching Band Rally (10.18),S19OC443,10/18/2019 12:00:00 AM,10/18/2019 12:00:00 AM,,University District,4,North,Husky Marching Band,1000
08/15/2019 12:00:00 AM,Complete,Special Event,Community,,Barktoberfest,S19OC446,10/23/2019 12:00:00 AM,10/23/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Downtown Dog Lounge,1500
08/30/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Agros International Fremont Studios,S19OC463,10/11/2019 12:00:00 AM,10/11/2019 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,150
08/30/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - Virginia Mason Amazon Spheres,S19OC464,10/17/2019 12:00:00 AM,10/17/2019 12:00:00 AM,,Cascade / Eastlake / South Lake Union,7,West,Red Carpet Valet,20
08/30/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - YPO Fremont Foundry,S19OC465,10/15/2019 12:00:00 AM,10/15/2019 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,100
08/30/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - American Cancer Society Fremont Studios,S19OC466,10/26/2019 12:00:00 AM,10/26/2019 12:00:00 AM,,Fremont,4,North,Red Carpet Valet,150
09/04/2019 12:00:00 AM,Complete,Special Event,Commercial,,Whole Foods Market West Seattle Grand Opening,S19OC468,10/09/2019 12:00:00 AM,10/09/2019 12:00:00 AM,,West Seattle Junction / Genesee Hill,2,North,Whole Foods Market,350
09/05/2019 12:00:00 AM,Complete,Special Event,Commercial,,NFL Sponsor Appreciation Event,S19OC469,10/20/2019 12:00:00 AM,10/20/2019 12:00:00 AM,,Pioneer Square,7,West,National Event Pros & The Travellers Inc,270
09/06/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Grand Opening Gala for Burke Museum,S19OC472,10/05/2019 12:00:00 AM,10/05/2019 12:00:00 AM,,University District,4,North,Butler Valet,150
09/23/2019 12:00:00 AM,Complete,Special Event,Commercial,,The Northwest School Upper School Open House,S19OC480,10/20/2019 12:00:00 AM,10/20/2019 12:00:00 AM,,Capitol Hill,3,East,The Northwest School,660
09/19/2019 12:00:00 AM,Complete,Valet Parking,,,Red Carpet Valet - ACT Theatre,S19OC482,10/04/2019 12:00:00 AM,10/04/2019 12:00:00 AM,,First Hill,7,West,Red Carpet Valet,90
09/25/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Aerlume Seattle,S19OC483,10/02/2019 12:00:00 AM,10/02/2019 12:00:00 AM,,Downtown,7,West,Butler Valet,50
09/25/2019 12:00:00 AM,Complete,Valet Parking,,,Butler Valet - Stoneburner/ Olympic Rooftop,S19OC484,10/02/2019 12:00:00 AM,10/02/2019 12:00:00 AM,,Ballard,6,North,Butler Valet,100
09/25/2019 12:00:00 AM,Cancelled,Valet Parking,,,Butler Valet - Bateau,S19OC487,10/03/2019 12:00:00 AM,10/03/2019 12:00:00 AM,,Capitol Hill,3,East,Butler Valet,50
09/25/2019 12:00:00 AM,Complete,Special Event,Commercial,,Private Party for Microsoft,S19OC489,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,,Duwamish / SODO,2,South,AEG Presents,1100
10/04/2019 12:00:00 AM,Complete,Special Event,Community,,Boo Bash at the Beach,S19OC491,10/31/2019 12:00:00 AM,10/31/2019 12:00:00 AM,,Rainier Beach,2,South,Rainier Beach Merchants Association and Safeway,7500
12/05/2018 12:00:00 AM,Complete,Special Event,Athletic,Run/Walk,Orca Half Marathon,S19SE038,09/22/2019 12:00:00 AM,09/22/2019 12:00:00 AM,Lincoln Park,Alki / Admiral;Fauntleroy / Seaview,1,Southwest,Orca Running,995
12/14/2018 12:00:00 AM,Complete,Special Event,Athletic,Cycling,Tour de Pier Seattle,S19SE043,09/14/2019 12:00:00 AM,09/14/2019 12:00:00 AM,Lake Union Park,Cascade / Eastlake / South Lake Union,7,West,Tour de Pier,1800
12/31/2018 12:00:00 AM,Complete,Special Event,Mixed Free Speech,,San Gennaro Festival,S19SE064,09/06/2019 12:00:00 AM,09/08/2019 12:00:00 AM,,Georgetown,2,South,San Gennaro Foundation-Seattle,2430
01/17/2019 12:00:00 AM,Complete,Special Event,Community,,Seattle Fiestas Patrias 2019,S19SE086,09/14/2019 12:00:00 AM,09/14/2019 12:00:00 AM,,South Park,1,Southwest,Sea Mar Community Health Centers,850
