OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
8996,11969,68,08815,0015,088150015,NICKERSON ST BETWEEN WARREN AVE N AND ETRURIA ST,NICKERSON ST,NICKERSON ST,WARREN AVE N,ETRURIA ST,1,Principal Arterial, ,INSVC,100,25,SE,N, , ,349,54,AC/PCC,2017/12/21 00:00:00+00,,,NICKERSON ST AND WARREN AVE N,SE,27046,ETRURIA ST AND NICKERSON ST,NW,27047,1265637.6375488,240087.82685791,N,N,Y,Urban Center Connector,Y,100,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,1,ART,N,349.450898671616
9000,12044,68,08950,0060,089500060,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,OLIVE WAY,OLIVE WAY,6TH AVE,7TH AVE,1,Principal Arterial, ,INSVC,600,25,NE,Y,NE,F,322,41,AC/PCC,2017/11/03 00:00:00+00,,,6TH AVE AND OLIVE WAY,NE,29554,7TH AVE AND OLIVE WAY,SW,29553,1269871.19288115,227353.18991686,N,N,Y,Downtown,,61,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,321.963247522174
9009,12203,68,09155,0070,091550070,PIKE ST BETWEEN 7TH AVE AND 8TH AVE,PIKE ST,PIKE ST,7TH AVE,8TH AVE,1,Principal Arterial, ,INSVC,700,25,NE,Y,NE,F,322,33,PCC,2017/11/03 00:00:00+00,,,7TH AVE AND PIKE ST,NE,29895,8TH AVE AND PIKE ST,SW,29893,1270582.50014587,226783.17366028,Y,N,Y,Downtown,,51,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,321.866731203522
9010,12221,68,09160,0080,091600080,PINE ST BETWEEN 8TH AVE AND 9TH AVE,PINE ST,PINE ST,8TH AVE,9TH AVE,1,Principal Arterial, ,INSVC,800,25,NE,N, , ,322,36,PCC,2017/10/10 00:00:00+00,,,8TH AVE AND PINE ST,NE,29882,9TH AVE AND PINE ST,SW,29880,1270642.59652993,227313.73852482,Y,N,Y,Downtown,,80,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,322.03723858777
9014,12306,68,09315,0120,093150120,QUEEN ANNE AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,QUEEN ANNE AVE N,QUEEN ANNE AVE N,HIGHLAND DR,COMSTOCK ST,2,Minor Arterial, ,INSVC,1200,25,N,N, , ,316,67,AC/PCC,2017/10/04 00:00:00+00,PCC,2017/11/02 00:00:00+00,HIGHLAND DR AND QUEEN ANNE AVE N,N,28586,COMSTOCK ST AND QUEEN ANNE AVE N,S,28570,1264840.16823599,233523.97699519,N,N,N,Urban Village Neighborhood,,32,69,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,8,ART,N,315.911988931762
9016,12354,68,09345,0175,093450175,RAINIER AVE S BETWEEN S STATE ST AND 21ST S AVE S,RAINIER AVE S,RAINIER AVE S,S STATE ST,21ST S AVE S,1,Principal Arterial, ,INSVC,1700,25,SE,N, , ,140,52,AC/PCC,2017/10/11 00:00:00+00,,,RAINIER AVE S AND S STATE ST,SE,31529,21ST AVE S AND RAINIER S AVE S,NW,31588,1277236.51052068,217799.04501109,N,N,Y,Urban Village Main,Y,51,0,1,PRINCIPAL TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,139.544228198337
9017,12374,68,09345,0350,093450350,RAINIER AVE S BETWEEN S ESTELLE ST AND S COURT ST,RAINIER AVE S,RAINIER AVE S,S ESTELLE ST,S COURT ST,1,Principal Arterial, ,INSVC,3500,25,SE,N, , ,345,52,AC/PCC,2017/10/11 00:00:00+00,PCC,2017/10/11 00:00:00+00,RAINIER AVE S AND S ESTELLE ST,SE,32431,RAINIER AVE S AND S COURT ST,NW,32437,1280141.64249167,211873.57486102,N,N,Y,Urban Village Main,,77,79,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,344.648428281184
9018,12391,68,09345,0540,093450540,RAINIER AVE S BETWEEN S BRANDON ST AND S LUCILE ST,RAINIER AVE S,RAINIER AVE S,S BRANDON ST,S LUCILE ST,1,Principal Arterial, ,INSVC,5400,25,SE,N, , ,403,51,AC/PCC,2017/10/11 00:00:00+00,,,RAINIER AVE S AND S BRANDON ST,SE,33499,RAINIER AVE S AND S LUCILE ST,NW,33498,1283447.74694304,205106.41063008,N,N,Y,Urban Village Main,,75,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,403.032579130407
9019,12427,68,09345,0935,093450935,RAINIER AVE S BETWEEN 53RD AVE S AND 54TH AVE S,RAINIER AVE S,RAINIER AVE S,53RD AVE S,54TH AVE S,1,Principal Arterial, ,INSVC,9300,25,E,N, , ,265,52,AC/PCC,2017/10/11 00:00:00+00,,,53RD AVE S AND RAINIER AVE S,E,35459,54TH AVE S AND RAINIER AVE S,W,35458,1286523.88870619,192914.6959296,N,N,Y,Urban Village Main,,60,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,264.561682789205
9020,12429,68,09345,0945,093450945,RAINIER AVE S BETWEEN SEWARD PARK AVE S AND 57TH AVE S,RAINIER AVE S,RAINIER AVE S,SEWARD PARK AVE S,57TH AVE S,1,Principal Arterial, ,INSVC,9400,25,E,N, , ,300,52,AC/PCC,2017/10/11 00:00:00+00,,,RAINIER AVE S AND SEWARD PARK AVE S,E,35451,57TH AVE S AND RAINIER AVE S,W,35452,1287377.56857908,193027.65618572,Y,N,Y,Urban Village Main,,60,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,300.150783395077
9022,12469,68,09380,0804,093800804,RAVENNA AVE NE BETWEEN 25TH S AVE NE AND NE 82ND ST,RAVENNA AVE NE,RAVENNA AVE NE,25TH S AVE NE,NE 82ND ST,1,Principal Arterial, ,INSVC,8000,25,N,N, , ,302,52,PCC,2017/09/24 00:00:00+00,,,25TH AVE NE AND RAVENNA S AVE NE,N,24625,RAVENNA AVE NE AND NE 82ND ST,S,24624,1278788.02252227,254445.25823261,Y,N,Y,Urban Center Connector,,85,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,301.979193959348
9025,12534,68,09425,0976,094250976,RENTON AVE S BETWEEN 54TH AVE S AND 55TH AVE S,RENTON AVE S,RENTON AVE S,54TH AVE S,55TH AVE S,2,Minor Arterial, ,INSVC,9700,25,SE,N, , ,243,42,AC/PCC,2017/10/24 00:00:00+00,,,54TH AVE S AND RENTON AVE S,SE,38293,55TH AVE S AND RENTON AVE S,NW,38295,1286621.51046629,190731.15480736,N,N,N,Neighborhood Corridor,,93,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,7,ART,N,242.770130434036
9026,12545,68,09425,1060,094251060,RENTON AVE S BETWEEN S BANGOR ST AND S HAZEL ST,RENTON AVE S,RENTON AVE S,S BANGOR ST,S HAZEL ST,2,Minor Arterial, ,INSVC,10600,25,SE,N, , ,513,41,AC/PCC,2017/11/03 00:00:00+00,AC/PCC,2017/11/03 00:00:00+00,RENTON AVE S AND S BANGOR ST,SE,38250,RENTON AVE S AND S HAZEL ST,NW,38267,1289321.10701306,187736.60747629,N,N,N,Neighborhood Corridor,,81,49,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,513.340857858205
9028,12592,68,09485,0400,094850400,ROOSEVELT WAY NE BETWEEN EASTLAKE AVE NE AND NE 40TH ALLEY ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,EASTLAKE AVE NE,NE 40TH ALLEY ST,1,Principal Arterial, ,INSVC,4000,25,N,Y,S,T,104,58,AC/PCC,2016/11/07 00:00:00+00,,,EASTLAKE AVE NE AND ROOSEVELT WAY NE,N,27111,ROOSEVELT WAY NE AND NE 40TH ALLEY ST,S,27130,1274583.93214998,242875.52887677,Y,N,Y,Urban Village Main,,100,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,4,ART,N,103.62103632822
9029,12600,68,09485,0470,094850470,ROOSEVELT WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 47TH ST,NE 50TH ST,1,Principal Arterial, ,INSVC,4700,25,N,Y,S,T,664,40,AC/PCC,2017/10/27 00:00:00+00,,,ROOSEVELT WAY NE AND NE 47TH ST,N,25800,ROOSEVELT WAY NE AND NE 50TH ST,S,25789,1274743.82239014,245742.8497117,Y,N,Y,Urban Village Main,,94,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,663.745430257807
9030,12628,68,09485,0790,094850790,ROOSEVELT WAY NE BETWEEN NE 79TH ST AND NE 80TH ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 79TH ST,NE 80TH ST,1,Principal Arterial, ,INSVC,7900,25,N,N, , ,259,36,AC/PCC,2017/09/24 00:00:00+00,,,ROOSEVELT WAY NE AND NE 79TH ST,N,24401,ROOSEVELT WAY NE AND NE 80TH ST,S,24395,1274868.32376626,253894.21471204,Y,N,Y,Urban Center Connector,,75,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,4,ART,N,259.236491822434
9031,12647,68,09485,1000,094851000,ROOSEVELT WAY NE BETWEEN NE 100TH ST AND NE 102ND ST,ROOSEVELT WAY NE,ROOSEVELT WAY NE,NE 100TH ST,NE 102ND ST,1,Principal Arterial, ,INSVC,10000,25,N,N, , ,331,44,AC/PCC,2017/09/24 00:00:00+00,,,ROOSEVELT WAY NE AND NE 100TH ST,N,37489,ROOSEVELT WAY NE AND NE 102ND ST,S,37482,1274937.57816634,259498.49478178,Y,N,Y,Urban Center Connector,,82,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,7,ART,N,331.32330016012
9033,12682,68,09520,0020,095200020,ROY ST BETWEEN 2ND AVE N AND 3RD AVE N,ROY ST,ROY ST,2ND AVE N,3RD AVE N,1,Principal Arterial, ,INSVC,200,25,E,N, , ,322,44,AC/PCC,2017/10/04 00:00:00+00,,,2ND AVE N AND ROY ST,E,28884,3RD AVE N AND ROY ST,W,28885,1265912.50039709,231837.13129745,Y,N,Y,Urban Village Main,,73,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,321.731939099768
9035,12737,68,09555,1000,095551000,SAND POINT WAY NE BETWEEN NE 100TH ST AND NE 103RD ST,SAND POINT WAY NE,SAND POINT WAY NE,NE 100TH ST,NE 103RD ST,2,Minor Arterial, ,INSVC,10000,25,N,N, , ,660,35,AC/PCC,2017/09/26 00:00:00+00,,,SAND POINT WAY NE AND NE 100TH ST,N,37798,SAND POINT WAY NE AND NE 103RD ST,S,37792,1284792.94771242,259424.0872937,N,N,N,Urban Center Connector,,82,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,4,ART,N,659.672173102025
9037,12794,68,09630,0580,096300580,SEWARD PARK AVE S BETWEEN OAKHURST N RD S AND S JUNEAU ST,SEWARD PARK AVE S,SEWARD PARK AVE S,OAKHURST N RD S,S JUNEAU ST,3,Collector Arterial, ,INSVC,5800,25,SE,N, , ,809,40,AC/PCC,2017/10/24 00:00:00+00,,,OAKHURST RD S AND SEWARD PARK N AVE S,SE,33723,SEWARD PARK AVE S AND S JUNEAU ST,NW,33657,1288081.25465979,204028.25702898,Y,N,N,Neighborhood Corridor,,42,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,2,ART,N,809.468725855229
9038,12812,68,09630,0842,096300842,SEWARD PARK AVE S BETWEEN S CLOVERDALE ST AND WABASH AVE S,SEWARD PARK AVE S,SEWARD PARK AVE S,S CLOVERDALE ST,WABASH AVE S,2,Minor Arterial, ,INSVC,8400,25,S,N, , ,429,44,PCC,2017/10/24 00:00:00+00,,,SEWARD PARK AVE S AND S CLOVERDALE ST,S,35429,SEWARD PARK AVE S AND WABASH AVE S,N,35433,1286773.28806645,195213.75577195,Y,N,N,Urban Village Neighborhood,,87,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,429.469016899801
9041,12861,68,09735,0020,097350020,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,SPRING ST,SPRING ST,2ND AVE,3RD AVE,1,Principal Arterial, ,INSVC,200,25,NE,Y,NE,F,322,42,AC/PCC,2017/11/03 00:00:00+00,,,2ND AVE AND SPRING ST,NE,29613,3RD AVE AND SPRING ST,SW,29950,1269942.99076922,224703.87599415,N,N,N,Downtown,,41,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,12,ART,N,322.090490631961
9046,12955,68,09810,0340,098100340,STONE WAY N BETWEEN N 34TH ST AND N 35TH ST,STONE WAY N,STONE WAY N,N 34TH ST,N 35TH ST,2,Minor Arterial, ,INSVC,3400,25,N,N, , ,321,54,AC/PCC,2017/10/03 00:00:00+00,,,STONE WAY N AND N 34TH ST,N,26896,STONE WAY N AND N 35TH ST,S,26897,1268393.17694363,240376.62333821,Y,N,N,Urban Village Neighborhood,Y,64,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,320.85314704579
9048,12995,68,09880,0040,098800040,SUMMIT AVE E BETWEEN E HARRISON ST AND E REPUBLICAN ST,SUMMIT AVE E,SUMMIT AVE E,E HARRISON ST,E REPUBLICAN ST,0,Not Designated, ,INSVC,400,20,N,N, , ,420,32,AC,2014/08/26 00:00:00+00,,,SUMMIT AVE E AND E HARRISON ST,N,29140,SUMMIT AVE E AND E REPUBLICAN ST,S,29129,1272505.46923584,230658.05328025,N,N,N,Urban Village Neighborhood Access,,47,0,4,LOCAL TRANSIT ROUTE,DISTRICT3, ,N,1,NON-ART,N,420.097298302757
9051,13049,68,09940,0702,099400702,SWIFT AVE S BETWEEN COVELLO E DR S AND S MYRTLE ST,SWIFT AVE S,SWIFT AVE S,COVELLO E DR S,S MYRTLE ST,1,Principal Arterial, ,INSVC,7000,25,E,N, , ,230,40,AC/PCC,2017/10/12 00:00:00+00,,,COVELLO DR S AND SWIFT E AVE S,E,34319,SWIFT AVE S AND S MYRTLE ST,W,34345,1278375.38917786,200085.19814494,Y,N,Y,Urban Center Connector,,49,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,8,ART,N,229.983884493407
9053,13114,68,10040,0180,100400180,TERRY AVE BETWEEN HOWELL ST AND STEWART ST,TERRY AVE,TERRY AVE,HOWELL ST,STEWART ST,0,Not Designated, ,INSVC,1800,20,NW,Y,NW,F,426,0,AC/PCC,,,,HOWELL ST AND TERRY AVE,NW,29867,STEWART ST AND TERRY AVE,SE,29526,1270576.01144187,228259.50722979,N,N,N,Downtown Neighborhood Access,,0,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,2,NON-ART,N,426.22282343607
9055,13160,68,10060,0260,100600260,THORNDYKE AVE W BETWEEN 22ND AVE W AND 21ST AVE W,THORNDYKE AVE W,THORNDYKE AVE W,22ND AVE W,21ST AVE W,2,Minor Arterial, ,INSVC,2600,25,NE,N, , ,744,70,AC/PCC,2017/12/01 00:00:00+00,,,22ND AVE W AND THORNDYKE AVE W,NE,27583,21ST AVE W AND THORNDYKE AVE W,SW,27576,1258212.92240521,238705.04708049,Y,N,N,Neighborhood Corridor,,51,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,3,ART,N,743.678830567332
9056,13170,68,10080,0980,100800980,TRITON DR NW BETWEEN 27TH AVE NW AND NW NORTH BEACH DR,TRITON DR NW,TRITON DR NW,27TH AVE NW,NW NORTH BEACH DR,3,Collector Arterial, ,INSVC,9800,25,NE,N, , ,388,26,AC/AC,2017/10/01 00:00:00+00,,,27TH AVE NW AND TRITON DR NW,NE,36997,TRITON DR NW AND NW NORTH BEACH DR,SW,36992,1256701.01968366,259395.88870168,N,N,N,Neighborhood Corridor,,39,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,9,ART,N,388.348474554974
9057,13179,68,10100,0010,101000010,UNION ST BETWEEN 1ST AVE AND 2ND AVE,UNION ST,UNION ST,1ST AVE,2ND AVE,2,Minor Arterial, ,INSVC,100,25,NE,N, , ,322,41,AC/PCC,2017/10/10 00:00:00+00,,,1ST AVE AND UNION ST,NE,29599,2ND AVE AND UNION ST,SW,29600,1269137.17739239,225432.93871489,N,N,N,Downtown Neighborhood,,38,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,4,ART,N,321.894560406171
9059,13216,68,10120,0400,101200400,UNIVERSITY WAY NE BETWEEN NE 40TH ST AND NE CAMPUS EB PY,UNIVERSITY WAY NE,UNIVERSITY WAY NE,NE 40TH ST,NE CAMPUS EB PY,3,Collector Arterial, ,INSVC,4000,25,N,N, , ,231,84,AC/PCC,2017/10/03 00:00:00+00,PCC,2017/11/02 00:00:00+00,UNIVERSITY WAY NE AND NE 40TH ST,N,27108,UNIVERSITY WAY NE AND NE CAMPUS EB PY,S,27142,1275704.44370312,242675.48830056,N,N,N,Urban Village Neighborhood,,73,75,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,231.282084450943
9063,13312,68,10250,0030,102500030,VIRGINIA ST BETWEEN 3RD AVE AND 4TH AVE,VIRGINIA ST,VIRGINIA ST,3RD AVE,4TH AVE,2,Minor Arterial, ,INSVC,300,25,NE,Y,NE,F,322,44,AC/PCC,2017/11/03 00:00:00+00,PCC,2017/11/04 00:00:00+00,3RD AVE AND VIRGINIA ST,NE,29563,4TH AVE AND VIRGINIA ST,SW,29557,1268698.89873594,227145.35068466,Y,N,N,Downtown Neighborhood,,77,92,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,5,ART,N,322.045896545075
9065,13331,68,10258,0240,102580240,WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP,WEST SEATTLE BR EB,WEST SEATTLE BR EB,DELRIDGE-W SEATTLE BR EB ON RP,26TH AV SW ON RP,1,Principal Arterial, ,INSVC,0,45,W,Y,E,T,1250,0,,,,,DELRIDGE-W SEATTLE BR EB ON RP AND WEST SEATTLE BR EB,W,32011,26TH AV SW ON RP AND WEST SEATTLE BR EB,E,32030,1263339.86980246,212193.86753334,N,N,Y,,Y,0,0,2,MAJOR TRANSIT ROUTE,DISTRICT1, ,N,3,ART,N,1248.61143620842
9067,13368,68,10300,0400,103000400,WALLINGFORD AVE N BETWEEN N 40TH ST AND N 41ST ST,WALLINGFORD AVE N,WALLINGFORD AVE N,N 40TH ST,N 41ST ST,3,Collector Arterial, ,INSVC,4000,25,N,N, , ,426,42,AC/PCC,2017/10/03 00:00:00+00,,,WALLINGFORD AVE N AND N 40TH ST,N,26842,WALLINGFORD AVE N AND N 41ST ST,S,26839,1270047.90148933,242990.16772488,Y,N,N,Urban Village Neighborhood,,29,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,4,ART,N,426.05445242545
9071,13469,68,10380,0954,103800954,WATERS AVE S BETWEEN S REDWING ST AND 60TH AVE S,WATERS AVE S,WATERS AVE S,S REDWING ST,60TH AVE S,3,Collector Arterial, ,INSVC,9500,25,SE,N, , ,285,35,AC/PCC,2017/10/24 00:00:00+00,,,WATERS AVE S AND S REDWING ST,SE,35403,60TH AVE S AND WATERS AVE S,NW,35405,1288237.18662795,191849.1971765,N,N,N,Neighborhood Corridor,,40,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,6,ART,N,285.23656328145
9073,13516,68,10420,0300,104200300,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,WESTERN AVE,WESTERN AVE,EAGLE ST,BAY ST,1,Principal Arterial, ,INSVC,3000,25,NW,N, , ,426,46,AC/PCC,2017/10/04 00:00:00+00,,,EAGLE ST AND WESTERN AVE,NW,29663,BAY ST AND WESTERN AVE,SE,35490,1265063.65956423,228927.25417447,N,N,Y,Downtown,Y,62,0,3,MINOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,426.286832749759
9074,13527,68,10435,0193,104350193,WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,WESTLAKE AVE,WESTLAKE AVE,6TH AVE,VIRGINIA ST,1,Principal Arterial, ,INSVC,1900,25,N,N, , ,326,57,AC/PCC,2017/10/07 00:00:00+00,,,6TH AVE AND WESTLAKE AVE,N,29550,VIRGINIA ST AND WESTLAKE AVE,S,29541,1269403.39966467,227736.86530925,N,N,Y,Downtown,,71,0,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,2,ART,N,325.862203067544
9075,13545,68,10440,0210,104400210,WESTLAKE AVE N BETWEEN CROCKETT ST AND MCGRAW ST,WESTLAKE AVE N,WESTLAKE AVE N,CROCKETT ST,MCGRAW ST,1,Principal Arterial, ,INSVC,2100,25,N,N, , ,619,46,AC/PCC,2017/10/28 00:00:00+00,PCC,2017/10/04 00:00:00+00,CROCKETT ST AND WESTLAKE AVE N,N,28015,WESTLAKE AVE N AND MCGRAW ST,S,28008,1268690.78820793,236681.78378242,N,N,Y,Urban Center Connector,Y,68,69,2,MAJOR TRANSIT ROUTE,DISTRICT7, ,N,0,ART,N,618.726026508597
9086,13766,68,10785,0040,107850040,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,YESLER WAY,YESLER WAY,TERRACE ST,6TH AVE,2,Minor Arterial, ,INSVC,400,25,E,N, , ,659,42,AC/PCC,2017/10/10 00:00:00+00,,,TERRACE ST AND YESLER WAY,E,38474,6TH AVE AND YESLER WAY,W,30486,1271771.71019509,223065.58869648,N,N,N,Downtown Neighborhood,,25,0,3,MINOR TRANSIT ROUTE,DISTRICT2,DISTRICT3,N,15,ART,N,658.793091327143
9091,13849,68,10860,0420,108600420,E BLAINE ST BETWEEN 42ND AVE E AND 43RD AVE E,E BLAINE ST,E BLAINE ST,42ND AVE E,43RD AVE E,3,Collector Arterial, ,INSVC,4200,25,E,Y,E,F,340,28,PCC,2017/10/27 00:00:00+00,,,42ND AVE E AND E BLAINE ST,E,28491,43RD AVE E AND E BLAINE ST,W,28492,1284293.40959992,234809.0402925,N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,340.091822995484
9093,13896,68,10910,0262,109100262,E CHERRY ST BETWEEN 27TH W AVE AND 27TH E AVE,E CHERRY ST,E CHERRY ST,27TH W AVE,27TH E AVE,2,Minor Arterial, ,INSVC,2700,25,E,N, , ,68,47,AC/PCC,2017/10/09 00:00:00+00,,,27TH AVE AND E CHERRY W ST,E,30111,27TH AVE AND E CHERRY E ST,W,30073,1279211.70386671,225216.31900267,Y,N,N,Urban Village Neighborhood,,28,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,3,ART,N,67.970211566307
9112,14246,68,11200,0120,112000120,E JOHN ST BETWEEN 12TH AVE E AND 13TH AVE E,E JOHN ST,E JOHN ST,12TH AVE E,13TH AVE E,2,Minor Arterial, ,INSVC,1200,25,E,N, , ,323,40,PCC,2017/10/09 00:00:00+00,,,12TH AVE E AND E JOHN ST,E,29055,13TH AVE E AND E JOHN ST,W,29056,1274714.80312611,229659.35414323,N,N,N,Urban Village Neighborhood,,69,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,7,ART,N,322.926054637532
9113,14256,68,11200,0220,112000220,E JOHN ST BETWEEN 22ND AVE E AND 23RD AVE E,E JOHN ST,E JOHN ST,22ND AVE E,23RD AVE E,2,Minor Arterial, ,INSVC,2200,25,E,N, , ,276,40,AC/PCC,2017/10/09 00:00:00+00,PCC,1999/07/01 00:00:00+00,22ND AVE E AND E JOHN ST,E,29379,23RD AVE E AND E JOHN ST,W,29380,1277974.94264944,229694.82191926,N,N,N,Urban Village Neighborhood,,3,98,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,6,ART,N,276.218673301355
9114,14282,68,11230,0330,112300330,EAST LAURELHURST DR NE BETWEEN NE 33RD ST AND 46TH AVE NE,EAST LAURELHURST DR NE,EAST LAURELHURST DR NE,NE 33RD ST,46TH AVE NE,0,Not Designated, ,INSVC,3300,20,N,N, , ,134,0,PCC,,,,EAST LAURELHURST DR NE AND NE 33RD ST,N,27382,46TH AVE NE AND EAST LAURELHURST DR NE,S,27378,1284504.23584013,241241.10615508,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,6,NON-ART,N,133.563191182474
9117,14339,68,11275,0100,112750100,E MADISON ST BETWEEN 10TH AVE AND E SENECA ST,E MADISON ST,E MADISON ST,10TH AVE,E SENECA ST,1,Principal Arterial, ,INSVC,1000,25,NE,N, , ,295,48,AC/PCC,2017/10/09 00:00:00+00,,,10TH AVE AND E MADISON ST,NE,29765,E MADISON ST AND E SENECA ST,SW,29779,1274026.3048214,226764.42870027,N,N,Y,Urban Village Main,,82,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,295.222126338637
9118,14347,68,11275,0160,112750160,E MADISON ST BETWEEN 16TH AVE AND E PINE ST,E MADISON ST,E MADISON ST,16TH AVE,E PINE ST,1,Principal Arterial, ,INSVC,1600,25,NE,N, , ,85,44,AC/PCC,2017/11/02 00:00:00+00,PCC,2017/10/28 00:00:00+00,16TH AVE AND E MADISON ST,NE,30133,E MADISON ST AND E PINE ST,SW,30160,1275904.13061532,227872.19484539,N,N,Y,Urban Village Main,,57,78,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,7,ART,N,84.9355877249944
9119,14365,68,11275,0310,112750310,E MADISON ST BETWEEN LAKE WASHINGTON BLVD E AND 32ND AVE E,E MADISON ST,E MADISON ST,LAKE WASHINGTON BLVD E,32ND AVE E,2,Minor Arterial, ,INSVC,3100,25,NE,N, , ,527,62,AC/PCC,2017/10/09 00:00:00+00,PCC,2013/07/25 00:00:00+00,LAKE WASHINGTON BLVD E AND E MADISON ST,NE,29238,32ND AVE E AND E MADISON ST,SW,29434,1280823.30777235,231945.93910557,N,N,N,Urban Center Connector,,64,81,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,5,ART,N,527.003520030971
9120,14393,68,11300,0420,113000420,EAST MARGINAL WAY S BETWEEN S IDAHO ST AND DIAGONAL AVE S,EAST MARGINAL WAY S,EAST MARGINAL WAY S,S IDAHO ST,DIAGONAL AVE S,1,Principal Arterial,WSDOT,INSVC,4200,40,S,N, , ,794,76,AC/PCC,2017/10/12 00:00:00+00,,,EAST MARGINAL WAY S AND S IDAHO ST,S,32189,DIAGONAL AVE S AND EAST MARGINAL WAY S,N,32192,1268599.21003184,209154.15591423,N,N,N,Industrial Access,Y,50,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,793.784481627617
