OBJECTID,COMPKEY,COMPTYPE,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,STATUS,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,SHAPE_Length
9130,14585,68,11435,0155,114350155,E OLIVE WAY BETWEEN E DENNY WAY AND SUMMIT AVE E,E OLIVE WAY,E OLIVE WAY,E DENNY WAY,SUMMIT AVE E,1,Principal Arterial, ,INSVC,1500,25,NE,N, , ,171,42,PCC,2017/10/09 00:00:00+00,,,E DENNY WAY AND E OLIVE WAY,NE,29162,SUMMIT AVE E AND E OLIVE WAY,SW,29161,1272439.90494777,229248.05622281,N,N,Y,Urban Village Main,,84,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,5,ART,N,171.163384083612
9131,14604,68,11465,0130,114650130,E PIKE ST BETWEEN 13TH AVE AND 14TH AVE,E PIKE ST,E PIKE ST,13TH AVE,14TH AVE,2,Minor Arterial, ,INSVC,1300,25,E,N, , ,322,52,AC/PCC,2017/10/10 00:00:00+00,,,13TH AVE AND E PIKE ST,E,29749,14TH AVE AND E PIKE ST,W,29750,1275018.28715841,227528.73065305,N,N,N,Urban Village Neighborhood,,49,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,4,ART,N,322.141844475327
9133,14640,68,11480,0140,114800140,E PINE ST BETWEEN 14TH AVE AND 15TH AVE,E PINE ST,E PINE ST,14TH AVE,15TH AVE,2,Minor Arterial, ,INSVC,1400,25,E,N, , ,364,42,AC/PCC,2017/10/09 00:00:00+00,,,14TH AVE AND E PINE ST,E,29742,15TH AVE AND E PINE ST,W,30135,1275364.99103077,227947.81506947,Y,N,N,Urban Village Neighborhood,,77,0,2,MAJOR TRANSIT ROUTE,DISTRICT3, ,N,8,ART,N,364.081461145963
9146,14886,68,11650,0090,116500090,E UNION ST BETWEEN BROADWAY AND BROADWAY CT,E UNION ST,E UNION ST,BROADWAY,BROADWAY CT,2,Minor Arterial, ,INSVC,900,25,E,N, , ,223,44,AC/PCC,2017/10/09 00:00:00+00,,,BROADWAY AND E UNION ST,E,29757,BROADWAY CT AND E UNION ST,W,29758,1273670.37381303,227129.93526064,Y,N,N,Urban Village Neighborhood,,48,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,1,ART,N,223.442968905547
9149,14947,68,11690,0230,116900230,E YESLER WAY BETWEEN 23RD AVE AND 24TH AVE,E YESLER WAY,E YESLER WAY,23RD AVE,24TH AVE,2,Minor Arterial, ,INSVC,2300,25,E,N, , ,307,42,AC/PCC,2017/10/10 00:00:00+00,,,23RD AVE AND E YESLER WAY,E,30733,24TH AVE AND E YESLER WAY,W,30583,1278176.87794565,222925.50600833,Y,N,N,Urban Village Neighborhood,,49,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,0,ART,N,306.682935535817
9161,15158,68,11865,0050,118650050,N 130TH ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,N 130TH ST,N 130TH ST,DAYTON AVE N,EVANSTON AVE N,1,Principal Arterial, ,INSVC,500,25,E,N, , ,316,52,AC/AC,2017/10/26 00:00:00+00,,,DAYTON AVE N AND N 130TH ST,E,35823,EVANSTON AVE N AND N 130TH ST,W,35824,1266583.47460578,267499.38131797,N,N,Y,Urban Village Main,,48,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,1,ART,N,316.080204073267
9167,15286,68,11980,0070,119800070,N 34TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,N 34TH ST,N 34TH ST,FREMONT AVE N,TROLL AVE N,1,Principal Arterial, ,INSVC,700,25,E,N, , ,588,42,AC/PCC,2017/10/01 00:00:00+00,,,FREMONT AVE N AND N 34TH ST,E,27039,TROLL AVE N AND N 34TH ST,W,27043,1266959.79729417,240563.36554639,N,N,Y,Urban Village Main,Y,89,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,587.978524762429
9169,15304,68,11985,0110,119850110,N 35TH ST BETWEEN WOODLAND PARK AVE N AND STONE WAY N,N 35TH ST,N 35TH ST,WOODLAND PARK AVE N,STONE WAY N,3,Collector Arterial, ,INSVC,1100,25,E,N, , ,331,40,AC/PCC,2017/10/01 00:00:00+00,,,WOODLAND PARK AVE N AND N 35TH ST,E,26894,STONE WAY N AND N 35TH ST,W,26897,1268242.34014347,240581.44004241,N,N,N,Urban Village Neighborhood,Y,34,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,330.771271577454
9175,15422,68,12060,0190,120600190,N 40TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,N 40TH ST,N 40TH ST,BURKE AVE N,MERIDIAN AVE N,2,Minor Arterial, ,INSVC,1900,25,E,N, , ,306,30,AC/PCC,2017/10/03 00:00:00+00,,,BURKE AVE N AND N 40TH ST,E,26841,MERIDIAN AVE N AND N 40TH ST,W,27236,1270488.78609778,242761.01034865,N,N,N,Urban Center Connector,,61,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,6,ART,N,306.128899881241
9179,15486,68,12105,0050,121050050,N 43RD ST BETWEEN DAYTON AVE N AND EVANSTON AVE N,N 43RD ST,N 43RD ST,DAYTON AVE N,EVANSTON AVE N,3,Collector Arterial, ,INSVC,500,25,E,N, , ,260,42,PCC,2017/10/01 00:00:00+00,,,DAYTON AVE N AND N 43RD ST,E,26952,EVANSTON AVE N AND N 43RD ST,W,26951,1266298.71991749,244057.66698997,Y,N,N,Neighborhood Corridor,,27,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,5,ART,N,260.032041006451
9182,15539,68,12125,0110,121250110,N 45TH ST BETWEEN WOODLAND PARK AVE N AND MIDVALE AVE N,N 45TH ST,N 45TH ST,WOODLAND PARK AVE N,MIDVALE AVE N,2,Minor Arterial, ,INSVC,1100,25,E,N, , ,192,48,AC/PCC,2017/09/28 00:00:00+00,,,WOODLAND PARK AVE N AND N 45TH ST,E,26800,MIDVALE AVE N AND N 45TH ST,W,26797,1268133.45566337,244907.35556684,N,N,N,Urban Village Neighborhood,,57,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,6,ART,N,192.499763847035
9183,15550,68,12125,0210,121250210,N 45TH ST BETWEEN MERIDIAN AVE N AND BAGLEY AVE N,N 45TH ST,N 45TH ST,MERIDIAN AVE N,BAGLEY AVE N,2,Minor Arterial, ,INSVC,2100,25,E,N, , ,288,48,AC/PCC,2018/01/09 00:00:00+00,,,MERIDIAN AVE N AND N 45TH ST,E,27188,BAGLEY AVE N AND N 45TH ST,W,27187,1270852.24747415,244853.75095879,N,N,N,Urban Village Neighborhood,,80,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,288.099369446469
9202,15903,68,12455,0198,124550198,N 80TH ST BETWEEN STROUD W AVE N AND STROUD E AVE N,N 80TH ST,N 80TH ST,STROUD W AVE N,STROUD E AVE N,2,Minor Arterial, ,INSVC,1900,25,E,N, , ,48,31,AC/PCC,2017/09/24 00:00:00+00,,,STROUD AVE N AND N 80TH W ST,E,24258,STROUD AVE N AND N 80TH E ST,W,24235,1270705.744946,254170.72376832,N,N,N,Neighborhood Corridor,,26,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,4,ART,N,48.0296284952858
9203,15910,68,12455,0235,124550235,N 80TH ST BETWEEN SUNNYSIDE W AVE N AND SUNNYSIDE E AVE N,N 80TH ST,N 80TH ST,SUNNYSIDE W AVE N,SUNNYSIDE E AVE N,2,Minor Arterial, ,INSVC,2300,25,E,N, , ,72,32,AC/PCC,2017/09/24 00:00:00+00,,,SUNNYSIDE AVE N AND N 80TH W ST,E,24534,SUNNYSIDE AVE N AND N 80TH E ST,W,24535,1271919.30334724,254129.04005629,N,N,N,Neighborhood Corridor,,34,0,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,6,ART,N,71.7551807321215
9205,15967,68,12500,0210,125000210,N 85TH ST BETWEEN MERIDIAN AVE N AND CORLISS WAY N,N 85TH ST,N 85TH ST,MERIDIAN AVE N,CORLISS WAY N,1,Principal Arterial, ,INSVC,2100,25,E,N, , ,569,50,PCC,2017/09/24 00:00:00+00,,,MERIDIAN AVE N AND N 85TH ST,E,37604,CORLISS WAY N AND N 85TH ST,W,37607,1271331.32267465,255467.00242566,N,N,Y,Urban Center Connector,,81,0,2,MAJOR TRANSIT ROUTE,DISTRICT5,DISTRICT6,N,6,ART,N,569.484374681997
9235,16480,68,12975,0101,129750101,NE 125TH ST BETWEEN NE 125TH SR W ST AND 11TH AVE NE,NE 125TH ST,NE 125TH ST,NE 125TH SR W ST,11TH AVE NE,1,Principal Arterial, ,INSVC,1000,25,E,N, , ,379,44,AC/PCC,2017/09/24 00:00:00+00,,,NE 125TH ST AND NE 125TH SR ST,E,35903,11TH AVE NE AND NE 125TH ST,W,36429,1275253.09867866,265950.03078839,Y,N,Y,Urban Center Connector,,90,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,5,ART,N,378.978277951826
9245,16689,68,13145,0220,131450220,NE 145TH ST BETWEEN 22ND AVE NE AND 23RD PL NE,NE 145TH ST,NE 145TH ST,22ND AVE NE,23RD PL NE,1,Principal Arterial,WSDOT,INSVC,2200,30,E,N, , ,269,44,AC/PCC,2017/10/26 00:00:00+00,,,22ND AVE NE AND NE 145TH ST,E,36074,23RD PL NE AND NE 145TH ST,W,36073,1278179.56255366,271157.39821772,N,N,N,Urban Center Connector,Y,51,0,2,MAJOR TRANSIT ROUTE,DISTRICT5, ,N,6,ART,N,269.389273840143
9246,16699,68,13145,0330,131450330,NE 145TH ST BETWEEN LAKE CITY WAY NE AND 35TH AVE NE,NE 145TH ST,NE 145TH ST,LAKE CITY WAY NE,35TH AVE NE,3,Collector Arterial, ,INSVC,3300,25,E,N, , ,329,41,AC/PCC,2017/10/26 00:00:00+00,,,LAKE CITY WAY NE AND NE 145TH ST,E,35987,35TH AVE NE AND NE 145TH ST,W,36144,1281544.71033309,271052.12320961,N,N,N,Neighborhood Corridor,,36,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,6,ART,N,328.919070671054
9248,16763,68,13210,0410,132100410,NE 41ST ST BETWEEN 41ST AVE NE AND 42ND AVE NE,NE 41ST ST,NE 41ST ST,41ST AVE NE,42ND AVE NE,3,Collector Arterial, ,INSVC,4100,25,E,N, , ,296,50,AC/PCC,2017/09/28 00:00:00+00,,,41ST AVE NE AND NE 41ST ST,E,27418,42ND AVE NE AND NE 41ST ST,W,27419,1283096.78943869,243536.87486143,N,N,N,Neighborhood Corridor,,59,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,296.081783360808
9249,16771,68,13210,0506,132100506,NE 41ST ST BETWEEN NE LATIMER W PL AND 51ST E AVE NE,NE 41ST ST,NE 41ST ST,NE LATIMER W PL,51ST E AVE NE,0,Not Designated, ,INSVC,5100,20,E,N, , ,151,24,AC,2015/02/26 00:00:00+00,,,NE 41ST ST AND NE LATIMER W PL,E,27344,51ST AVE NE AND NE 41ST E ST,W,27343,1285865.20787352,243336.06327723,N,N,N,Neighborhood Yield Street,,17,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,3,NON-ART,N,151.36023378363
9253,16835,68,13280,0320,132800320,NE 45TH PL BETWEEN NE 45TH ST AND NE BLAKELEY ST,NE 45TH PL,NE 45TH PL,NE 45TH ST,NE BLAKELEY ST,2,Minor Arterial, ,INSVC,3200,25,NE,N, , ,423,50,AC/PCC,2013/07/25 00:00:00+00,,,NE 45TH PL AND NE 45TH ST,NE,25966,NE 45TH PL AND NE BLAKELEY ST,SW,25967,1280942.54854049,244738.16228667,N,N,N,Neighborhood Corridor,,53,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,8,ART,N,423.144400698401
9254,16845,68,13285,0080,132850080,NE 45TH ST BETWEEN 8TH E AVE NE AND 9TH W AVE NE,NE 45TH ST,NE 45TH ST,8TH E AVE NE,9TH W AVE NE,1,Principal Arterial, ,INSVC,800,25,E,N, , ,195,50,AC/PCC,2017/09/28 00:00:00+00,,,8TH AVE NE AND NE 45TH E ST,E,337035,9TH AVE NE AND NE 45TH W ST,W,27068,1274291.33253367,244759.71134269,N,N,Y,Urban Village Main,,69,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,194.551436995999
9255,16871,68,13285,0460,132850460,NE 45TH ST BETWEEN 46TH AVE NE AND 47TH AVE NE,NE 45TH ST,NE 45TH ST,46TH AVE NE,47TH AVE NE,3,Collector Arterial, ,INSVC,4600,25,E,N, , ,255,32,PCC,2017/09/28 00:00:00+00,,,46TH AVE NE AND NE 45TH ST,E,27316,47TH AVE NE AND NE 45TH ST,W,27315,1284478.93164811,244558.78251049,N,N,N,Neighborhood Corridor,,81,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,255.070804775077
9258,16937,68,13320,0170,133200170,NE 50TH ST BETWEEN 17TH SB AVE NE AND 17TH NB AVE NE,NE 50TH ST,NE 50TH ST,17TH SB AVE NE,17TH NB AVE NE,3,Collector Arterial, ,INSVC,1700,25,E,N, , ,49,42,AC/PCC,2017/10/03 00:00:00+00,,,17TH SB AVE NE AND NE 50TH ST,E,26054,17TH NB AVE NE AND NE 50TH ST,W,26090,1276680.81426412,246015.28542398,N,N,N,Urban Village Neighborhood,,43,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,0,ART,N,49.2056994994906
9276,17265,68,13465,0140,134650140,NE 65TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE,NE 65TH ST,NE 65TH ST,14TH AVE NE,15TH AVE NE,2,Minor Arterial, ,INSVC,1400,25,E,N, , ,296,44,AC/PCC,2017/09/28 00:00:00+00,,,14TH AVE NE AND NE 65TH ST,E,24504,15TH AVE NE AND NE 65TH ST,W,24506,1276029.32037546,250008.91269207,N,N,N,Urban Village Neighborhood,,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,296.017848069185
9277,17276,68,13465,0230,134650230,NE 65TH ST BETWEEN 23RD AVE NE AND 24TH AVE NE,NE 65TH ST,NE 65TH ST,23RD AVE NE,24TH AVE NE,2,Minor Arterial, ,INSVC,2300,25,E,N, , ,263,37,AC/PCC,2017/09/28 00:00:00+00,,,23RD AVE NE AND NE 65TH ST,E,24804,24TH AVE NE AND NE 65TH ST,W,24805,1278571.72959405,249955.13118801,N,N,N,Urban Center Connector,,69,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,263.054597369599
9278,17301,68,13465,0430,134650430,NE 65TH ST BETWEEN 43RD AVE NE AND 44TH AVE NE,NE 65TH ST,NE 65TH ST,43RD AVE NE,44TH AVE NE,2,Minor Arterial, ,INSVC,4300,25,E,N, , ,331,40,PCC,2017/09/28 00:00:00+00,,,43RD AVE NE AND NE 65TH ST,E,24980,44TH AVE NE AND NE 65TH ST,W,24981,1283660.78777526,249863.64433992,N,N,N,Urban Center Connector,,82,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,3,ART,N,330.71300961334
9286,17436,68,13520,0580,135200580,NE 70TH ST BETWEEN 58TH AVE NE AND BURKE GILMAN TRL,NE 70TH ST,NE 70TH ST,58TH AVE NE,BURKE GILMAN TRL,3,Collector Arterial, ,INSVC,5800,25,E,N, , ,81,36,PCC,2017/09/28 00:00:00+00,,,58TH AVE NE AND NE 70TH ST,E,25005,BURKE GILMAN TRL AND NE 70TH ST,W,287172,1287643.07462734,251096.88094918,N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,10,ART,N,80.8575588760217
9290,17517,68,13595,0180,135950180,NE 75TH ST BETWEEN 18TH AVE NE AND 19TH AVE NE,NE 75TH ST,NE 75TH ST,18TH AVE NE,19TH AVE NE,1,Principal Arterial, ,INSVC,1800,25,E,N, , ,264,40,AC/PCC,2017/09/24 00:00:00+00,,,18TH AVE NE AND NE 75TH ST,E,24762,19TH AVE NE AND NE 75TH ST,W,24761,1277115.21132056,252636.05893475,Y,N,Y,Neighborhood Corridor,,73,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,263.917156545901
9291,17544,68,13595,0450,135950450,NE 75TH ST BETWEEN 45TH AVE NE AND 46TH AVE NE,NE 75TH ST,NE 75TH ST,45TH AVE NE,46TH AVE NE,3,Collector Arterial, ,INSVC,4500,25,E,N, , ,249,40,PCC,2017/09/24 00:00:00+00,,,45TH AVE NE AND NE 75TH ST,E,24824,46TH AVE NE AND NE 75TH ST,W,24822,1284277.3330559,252496.46751061,Y,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,5,ART,N,249.00919277743
9296,17625,68,13640,0230,136400230,NE 80TH ST BETWEEN 23RD AVE NE AND RAVENNA S AVE NE,NE 80TH ST,NE 80TH ST,23RD AVE NE,RAVENNA S AVE NE,0,Not Designated, ,INSVC,2300,20,E,N, , ,184,0,PCC,,,,23RD AVE NE AND NE 80TH ST,E,24733,RAVENNA AVE NE AND NE 80TH S ST,W,24736,1278447.74194592,253789.02527194,N,N,N,Neighborhood Yield Street,,0,0,4,LOCAL TRANSIT ROUTE,DISTRICT4, ,N,4,NON-ART,N,184.399645739419
9311,17899,68,13785,0270,137850270,NE 95TH ST BETWEEN 27TH AVE NE AND 30TH AVE NE,NE 95TH ST,NE 95TH ST,27TH AVE NE,30TH AVE NE,2,Minor Arterial, ,INSVC,2700,25,E,N, , ,681,20,PCC,2017/09/24 00:00:00+00,,,27TH AVE NE AND NE 95TH ST,E,37643,30TH AVE NE AND NE 95TH ST,W,37642,1279906.53957942,257859.17932411,N,N,N,Neighborhood Corridor,,70,0,3,MINOR TRANSIT ROUTE,DISTRICT5, ,N,7,ART,N,681.092038273579
9316,17989,68,13872,0140,138720140,NE CAMPUS EB PY BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,NE CAMPUS PKWY,NE CAMPUS EB PY,UNIVERSITY WAY NE,15TH AVE NE,2,Minor Arterial, ,INSVC,1400,25,E,Y,E,F,279,35,PCC,2017/10/27 00:00:00+00,,,UNIVERSITY WAY NE AND NE CAMPUS EB PY,E,27142,15TH AVE NE AND NE CAMPUS EB PY,W,27144,1275848.10360727,242786.12740468,Y,N,N,Urban Village Neighborhood,,64,0,2,MAJOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,278.949884468104
9318,18036,68,13940,0070,139400070,NE NORTHLAKE WAY BETWEEN 7TH AVE NE AND 8TH AVE NE,NE NORTHLAKE WAY,NE NORTHLAKE WAY,7TH AVE NE,8TH AVE NE,1,Principal Arterial, ,INSVC,700,25,E,N, , ,260,40,AC/PCC,2017/10/01 00:00:00+00,,,7TH AVE NE AND NE NORTHLAKE WAY,E,27118,8TH AVE NE AND NE NORTHLAKE WAY,W,27136,1273957.71461333,242291.21463616,N,N,N,Urban Village Main,Y,27,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,2,ART,N,259.91370468094
9321,18089,68,14018,0090,140180090,NE RAVENNA WB BV BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,NE RAVENNA BLVD,NE RAVENNA WB BV,9TH AVE NE,ROOSEVELT WAY NE,2,Minor Arterial, ,INSVC,900,25,E,Y,W,T,351,64,AC/PCC,2017/10/27 00:00:00+00,,,9TH AVE NE AND NE RAVENNA WB BV,E,25755,ROOSEVELT WAY NE AND NE RAVENNA WB BV,W,25756,1274649.51263005,248808.83838683,Y,N,N,Urban Village Neighborhood,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT4, ,N,1,ART,N,350.886713680005
9337,18361,68,14460,0080,144600080,NW 48TH ST BETWEEN 8TH AVE NW AND 9TH AVE NW,NW 48TH ST,NW 48TH ST,8TH AVE NW,9TH AVE NW,2,Minor Arterial, ,INSVC,800,25,W,N, , ,596,40,PCC,2017/10/01 00:00:00+00,,,8TH AVE NW AND NW 48TH ST,W,25452,9TH AVE NW AND NW 48TH ST,E,25453,1262425.92503352,245847.8276318,N,N,N,Industrial Access,,77,0,4,LOCAL TRANSIT ROUTE,DISTRICT6, ,N,1,ART,N,596.233840921306
9370,18968,68,14845,0140,148450140,NW 85TH ST BETWEEN 14TH AVE NW AND MARY AVE NW,NW 85TH ST,NW 85TH ST,14TH AVE NW,MARY AVE NW,1,Principal Arterial, ,INSVC,1400,25,W,N, , ,336,41,AC,2017/10/28 00:00:00+00,PCC,2012/11/11 00:00:00+00,14TH AVE NW AND NW 85TH ST,W,37267,MARY AVE NW AND NW 85TH ST,E,37266,1260803.87075986,255718.01772191,N,N,Y,Urban Village Main,,90,57,3,MINOR TRANSIT ROUTE,DISTRICT6, ,N,0,ART,N,335.705111891918
9371,18985,68,14845,0273,148450273,NW 85TH ST BETWEEN EARL AVE NW AND 28TH AVE NW,NW 85TH ST,NW 85TH ST,EARL AVE NW,28TH AVE NW,2,Minor Arterial, ,INSVC,2700,25,W,N, , ,261,36,PCC,2017/09/24 00:00:00+00,,,EARL AVE NW AND NW 85TH ST,W,37085,28TH AVE NW AND NW 85TH ST,E,37083,1256448.4411234,255789.21637799,N,N,N,Urban Center Connector,,61,0,2,MAJOR TRANSIT ROUTE,DISTRICT6, ,N,5,ART,N,260.542091845514
9394,19432,68,15380,0630,153800630,S BANGOR ST BETWEEN 63RD AVE S AND RENTON AVE S,S BANGOR ST,S BANGOR ST,63RD AVE S,RENTON AVE S,2,Minor Arterial, ,INSVC,6300,25,NE,N, , ,77,36,PCC,2017/10/24 00:00:00+00,,,63RD AVE S AND S BANGOR ST,NE,38283,RENTON AVE S AND S BANGOR ST,SW,38250,1289148.85229288,187912.58776447,N,N,N,Neighborhood Corridor,,80,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,76.5448138031132
9407,19681,68,15605,0230,156050230,S COLLEGE ST BETWEEN 23RD AVE S AND 24TH AVE S,S COLLEGE ST,S COLLEGE ST,23RD AVE S,24TH AVE S,2,Minor Arterial, ,INSVC,2300,25,E,N, , ,140,24,AC,2017/10/12 00:00:00+00,,,23RD AVE S AND S COLLEGE ST,E,31579,24TH AVE S AND S COLLEGE ST,W,31580,1277811.49356128,216102.27713734,N,N,N,Urban Village Neighborhood,,56,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,7,ART,N,140.230574341912
9413,19820,68,15725,0360,157250360,S DAY ST BETWEEN 36TH AVE S AND LAKESIDE AVE S,S DAY ST,S DAY ST,36TH AVE S,LAKESIDE AVE S,0,Not Designated, ,INSVC,3600,20,NE,N, , ,117,0,,,,,36TH AVE S AND S DAY ST,NE,30826,LAKESIDE AVE S AND S DAY ST,SW,30848,1281826.29529339,218525.34549183,N,N,N,Neighborhood Yield Street,,0,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,9,NON-ART,N,116.696791154201
9414,19831,68,15755,0090,157550090,S DEARBORN ST BETWEEN DEARBORN OFF RP AND DEARBORN ST OFF RP,S DEARBORN ST,S DEARBORN ST,DEARBORN OFF RP,DEARBORN ST OFF RP,1,Principal Arterial, ,INSVC,900,25,E,N, , ,532,73,AC/PCC,2017/10/11 00:00:00+00,,,DEARBORN OFF RP AND S DEARBORN ST,E,30444,DEARBORN ST OFF RP AND S DEARBORN ST,W,30474,1273553.73182891,220883.91643824,Y,N,Y,Downtown,Y,79,0,2,MAJOR TRANSIT ROUTE,DISTRICT2, ,N,3,ART,N,531.887037343208
9449,20458,68,16260,0040,162600040,S INDUSTRIAL EB WAY BETWEEN 4TH AVE S AND 6TH AVE S,S INDUSTRIAL WAY,S INDUSTRIAL EB WAY,4TH AVE S,6TH AVE S,2,Minor Arterial, ,INSVC,400,25,SE,Y,SE,F,748,24,PCC,2017/10/26 00:00:00+00,,,4TH AVE S AND S INDUSTRIAL EB WAY,SE,32389,6TH AVE S AND S INDUSTRIAL EB WAY,NW,32390,1271460.74072278,210452.18893956,N,N,N,Industrial Access,,75,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,747.969313248026
9450,20465,68,16265,0070,162650070,S INDUSTRIAL WB WAY BETWEEN 7TH AVE S AND AIRPORT WAY S,S INDUSTRIAL WAY,S INDUSTRIAL WB WAY,7TH AVE S,AIRPORT WAY S,2,Minor Arterial, ,INSVC,700,25,SE,Y,NW,T,342,24,PCC,2017/10/26 00:00:00+00,,,7TH AVE S AND S INDUSTRIAL WB WAY,SE,32379,AIRPORT WAY S AND S INDUSTRIAL WB WAY,NW,32396,1272582.54187593,209774.02484286,N,N,N,Industrial Access,,76,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,1,ART,N,341.645298691985
9451,20504,68,16285,0260,162850260,S JACKSON ST BETWEEN 26TH AVE S AND M L KING JR WAY S,S JACKSON ST,S JACKSON ST,26TH AVE S,M L KING JR WAY S,2,Minor Arterial, ,INSVC,2600,25,E,N, , ,309,50,AC/PCC,2017/10/11 00:00:00+00,,,26TH AVE S AND S JACKSON ST,E,30601,M L KING JR WAY S AND S JACKSON ST,W,30602,1279066.74802656,222024.2789994,Y,N,N,Urban Village Neighborhood,,65,0,3,MINOR TRANSIT ROUTE,DISTRICT3, ,N,2,ART,N,309.326151862958
9455,20594,68,16355,0010,163550010,S KING ST BETWEEN 1ST AVE S AND OCCIDENTAL W AVE S,S KING ST,S KING ST,1ST AVE S,OCCIDENTAL W AVE S,2,Minor Arterial, ,INSVC,100,25,E,N, , ,229,48,AC/PCC,2017/10/10 00:00:00+00,,,1ST AVE S AND S KING ST,E,30368,OCCIDENTAL AVE S AND S KING W ST,W,30522,1270257.46488154,221846.92789523,N,N,N,Downtown Neighborhood,,38,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,229.386377256592
9460,20680,68,16460,0530,164600530,S LEO ST BETWEEN 53RD AVE S AND 55TH AVE S,S LEO ST,S LEO ST,53RD AVE S,55TH AVE S,0,Not Designated, ,INSVC,5300,20,E,N, , ,663,21,AC,2014/04/22 00:00:00+00,,,53RD AVE S AND S LEO ST,E,38332,55TH AVE S AND S LEO ST,W,38333,1286266.83424194,186622.50942716,N,N,N,Neighborhood Yield Street,,58,0,5,TEMPORARY TRANSIT ROUTE,DISTRICT2, ,N,2,NON-ART,N,663.027940199523
9469,20844,68,16565,0020,165650020,S MICHIGAN ST BETWEEN EAST MARGINAL WAY S AND 4TH AVE S,S MICHIGAN ST,S MICHIGAN ST,EAST MARGINAL WAY S,4TH AVE S,1,Principal Arterial, ,INSVC,200,25,E,N, , ,456,65,PCC,2017/10/12 00:00:00+00,,,EAST MARGINAL WAY S AND S MICHIGAN ST,E,34222,4TH AVE S AND S MICHIGAN ST,W,34219,1270688.99729799,202435.97235535,N,N,Y,Industrial Access,Y,84,0,3,MINOR TRANSIT ROUTE,DISTRICT2, ,N,0,ART,N,455.633834088748
